document_id,data_citation_label,type,pages
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35020.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35035.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36119.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36120.v2,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36395.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36398.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36791.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36795.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37062.v1,Secondary,[10]
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37065.v2,Secondary,[10]
10.1177_0018720820970751,https://doi.org/10.4121/13077797,Primary,[15]
10.1186_s13039-022-00631-z,GSE67047,Secondary,[ 9 13]
10.1186_s13039-022-00631-z,GSE87048,Secondary,[ 9 13]
10.1186_s13071-018-2842-4,https://doi.org/10.17638/datacat.liverpool.ac.uk/417,Primary,[8]
10.1212_wnl.0000000000006035,https://doi.org/10.5061/dryad.tq61224,Primary,[2 3 4 5 6]
10.1242_bio.035071,https://doi.org/10.5061/dryad.dk5gt88,Primary,[6 7]
10.1242_dev.138545,https://doi.org/10.5061/dryad.fj0qj,Primary,[10 11]
10.1242_jeb.211466,https://doi.org/10.5061/dryad.gtht76hhb,Primary,[11]
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.10556.d148743,Primary,[3 5]
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.10556.d148744,Primary,[3 5]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163781,Primary,[6 7]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163782,Primary,[6 7]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163783,Primary,[6 7]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163784,Primary,[6 7]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163786,Primary,[6 8]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163788,Primary,[7 8]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163789,Primary,[7 8]
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163790,Primary,[7 9]
10.12688_f1000research.13064.1,https://doi.org/10.5256/f1000research.13064.d183806,Primary,[5 7]
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.13483.d188591,Primary,[5 6]
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194233,Primary,[5]
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194234,Primary,[4 5]
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194235,Primary,[4 5]
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194236,Primary,[4 5]
10.12688_f1000research.13852.1,https://doi.org/10.5256/f1000research.13852.d195529,Primary,[7]
10.12688_f1000research.4660.1,https://doi.org/10.5256/f1000research.4660.d34165,Primary,[ 9 11]
10.1364_oe.25.001985,https://doi.org/10.15125/bath-00325,Primary,[1]
10.1371_journal.pcbi.1011828,E-PROT-100,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-101,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-102,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-103,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-104,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-105,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-106,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-107,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-108,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-109,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-110,Secondary,[4]
10.1371_journal.pcbi.1011828,E-PROT-23,Secondary,[4]
10.1371_journal.pcbi.1011828,PXD001676,Secondary,[4 6]
10.1371_journal.pcbi.1011828,PXD002137,Secondary,[4]
10.1371_journal.pcbi.1011828,PXD005693,Secondary,[ 4  6 13]
10.1371_journal.pcbi.1011828,PXD005709,Secondary,[4 6]
10.1371_journal.pcbi.1011828,PXD010458,Secondary,[ 4 19]
10.1371_journal.pcbi.1011828,PXD014511,Secondary,[4]
10.1371_journal.pcbi.1011828,PXD019504,Secondary,[4]
10.1371_journal.pcbi.1011828,PXD020454,Secondary,[4 6]
10.1371_journal.pcbi.1011828,PXD031556,Secondary,[4]
10.1371_journal.pcbi.1011828,PXD032899,Secondary,[4]
10.1371_journal.pntd.0005385,https://doi.org/10.5061/dryad.72v34,Primary,[1 7]
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb,Primary,[11]
10.1371_journal.pone.0117675,https://doi.org/10.5061/dryad.7pd40,Primary,[1]
10.1371_journal.pone.0137181,https://doi.org/10.5061/dryad.m4r46,Primary,[1]
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63,Primary,[1 6]
10.1371_journal.pone.0146274,https://doi.org/10.5061/dryad.kh186,Primary,[1 4]
10.1371_journal.pone.0159387,CP013147,Secondary,[1 4]
10.1371_journal.pone.0159387,PRJNA10687,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA16146,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA16148,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA167229,Secondary,[3 7]
10.1371_journal.pone.0159387,PRJNA167235,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA167242,Secondary,[3 7]
10.1371_journal.pone.0159387,PRJNA167243,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA167255,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA167259,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA185511,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA20133,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA217894,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA287300,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA293,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA296687,Secondary,[1 4]
10.1371_journal.pone.0159387,PRJNA32553,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA47139,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA65041,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA65043,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA74039,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA74077,Secondary,[3 7]
10.1371_journal.pone.0159387,PRJNA74079,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA74089,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA74123,Secondary,[3]
10.1371_journal.pone.0159387,PRJNA74167,Secondary,[3]
10.1371_journal.pone.0159387,SRX1830060,Secondary,[1 3]
10.1371_journal.pone.0188323,https://doi.org/10.13020/d6wx0s,Primary,[1]
10.1371_journal.pone.0198382,https://doi.org/10.5066/f72j69rm,Secondary,[ 1 14]
10.1371_journal.pone.0200041,https://doi.org/10.5061/dryad.f8c5r7q,Primary,[1]
10.1371_journal.pone.0212669,E-GEOD-19722,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-28654,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-29623,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-39084,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-45216,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-45670,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-46474,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-48278,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-48350,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-48780,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-49243,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-50774,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-53224,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-53890,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-54543,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-54837,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-58697,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-59312,Secondary,[1 3]
10.1371_journal.pone.0212669,E-GEOD-60028,Secondary,[3]
10.1371_journal.pone.0212669,E-GEOD-61804,Secondary,[2 3]
10.1371_journal.pone.0212669,E-GEOD-63626,Secondary,[2 3]
10.1371_journal.pone.0212669,E-GEOD-64415,Secondary,[2 3]
10.1371_journal.pone.0212669,E-GEOD-64857,Secondary,[2 3]
10.1371_journal.pone.0212669,E-GEOD-67851,Secondary,[2 3]
10.1371_journal.pone.0212669,E-GEOD-68720,Secondary,[2 3]
10.1371_journal.pone.0220399,https://doi.org/10.5061/dryad.8t3g361,Primary,[1]
10.1371_journal.pone.0253228,https://doi.org/10.5061/dryad.j0zpc86f2,Primary,[1]
10.1371_journal.pone.0262974,2nrj,Secondary,[15]
10.1371_journal.pone.0262974,4k1p,Secondary,[15]
10.1371_journal.pone.0262974,7nmq,Secondary,[15]
10.1371_journal.pone.0284951,https://doi.org/10.13012/b2idb-5784165_v1,Primary,[1]
10.14358_pers.22-00039r2,https://doi.org/10.5066/p98lo5d4,Primary,[12]
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.1594/pangaea.964943,Primary,[5]
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.1594/pangaea.965000,Primary,[5]
10.1534_g3.119.400401,https://doi.org/10.25387/g3.9478253,Primary,[1 5]
10.1534_g3.119.400993,https://doi.org/10.25387/g3.9626636,Primary,[1 5]
10.1534_genetics.120.303190,https://doi.org/10.25386/genetics.12136941,Primary,[1 4]
10.1617_s11527-023-02260-3,https://doi.org/10.5518/1438,Primary,[18]
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.elq8xm,Primary,[6]
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.ze0mrg,Primary,[6]
10.18438_eblip29674,https://doi.org/10.6078/d1k419,Primary,[ 1 20]
10.20944_preprints202009.0353.v1,https://doi.org/10.15468/dl.jx7wck,Primary,[15]
10.21105_joss.04237,https://doi.org/10.15485/1843541,Secondary,[7]
10.21105_joss.04237,https://doi.org/10.5067/modis/mod13a2.006,Secondary,[6]
10.21105_joss.04237,https://doi.org/10.5067/zx7yx2y2lheb,Secondary,[7]
10.21203_rs.3.rs-2814013_v1,https://doi.org/10.15468/dl.qv53hc,Primary,[3]
10.21203_rs.3.rs-3338732_v1,https://doi.org/10.25422/azu.data.19680372,Primary,[18]
10.21203_rs.3.rs-3338732_v1,https://doi.org/10.5066/p9vqpe9w,Primary,[19]
10.3133_cir1497,https://doi.org/10.5066/f72z13n1,Secondary,[43]
10.3133_cir1497,https://doi.org/10.5066/f77d2s7b,Secondary,[50]
10.3133_cir1497,https://doi.org/10.5066/f7930sg7,Secondary,[59]
10.3133_cir1497,https://doi.org/10.5066/f7h993cz,Secondary,[59]
10.3133_cir1497,https://doi.org/10.5066/f7nc5zfm,Secondary,[50]
10.3133_cir1497,https://doi.org/10.5066/f7tt4q4b,Secondary,[35]
10.3133_cir1497,https://doi.org/10.5066/f7wq01t3,Secondary,[61]
10.3133_cir1497,https://doi.org/10.5066/p92bghw1,Secondary,[71]
10.3133_cir1497,https://doi.org/10.5066/p99onunm,Secondary,[32]
10.3133_cir1497,https://doi.org/10.5066/p9eucgjq,Secondary,[34]
10.3133_cir1497,https://doi.org/10.5066/p9fz4ojw,Secondary,[63]
10.3133_cir1497,https://doi.org/10.5066/p9gcdyt2,Secondary,[35]
10.3133_cir1497,https://doi.org/10.5066/p9h1s1pv,Secondary,[43]
10.3133_cir1497,https://doi.org/10.5066/p9hdxe32,Secondary,[74]
10.3133_cir1497,https://doi.org/10.5066/p9s5pvon,Secondary,[33]
10.3133_cir1497,https://doi.org/10.5066/p9vysweh,Secondary,[73]
10.3133_cir1497,https://doi.org/10.5066/p9xvjdnp,Secondary,[34]
10.3133_cir1497,https://doi.org/10.5066/p9z04lnk,Secondary,[34]
10.3133_fs20233046,https://doi.org/10.5066/p9ys1x7p,Primary,[4]
10.3133_ofr20201035,https://doi.org/10.5066/p9zudioh,Primary,[ 4 37]
10.3133_ofr20231026,https://doi.org/10.5066/f7dz0771,Secondary,[38]
10.3133_ofr20231026,https://doi.org/10.5066/p918e2p3,Secondary,[40]
10.3133_ofr20231026,https://doi.org/10.5066/p9irl3gv,Secondary,[39]
10.3133_ofr20231026,https://doi.org/10.5066/p9kehy2s,Primary,[ 4 41]
10.3133_ofr20231027,https://doi.org/10.5066/p9ooiq0e,Primary,[1]
10.3389_fcell.2020.618552,https://doi.org/10.5281/zenodo.4311473,Primary,[16]
10.3389_fcimb.2024.1292467,EPI_ISL_10271777,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_13295050,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_1626969,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_17371329,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340570,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340575,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340581,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340614,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340615,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340626,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2340662,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2365356,Secondary,[10 13]
10.3389_fcimb.2024.1292467,EPI_ISL_2402571,Secondary,[10 13]
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9j10nh5,Primary,[15]
10.3389_fmicb.2024.1456637,NC_017643.1,Secondary,[11]
10.3389_fmicb.2024.1456637,SAMN07159041,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN07159044,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN07159045,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN08172567,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN08199278,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN09534374,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620691,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620692,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620693,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620694,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620697,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620700,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620701,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620702,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620703,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN12620704,Secondary,[6]
10.3389_fmicb.2024.1456637,SAMN17525956,Secondary,[11]
10.3389_fpls.2023.1160645,https://doi.org/10.4121/21864590,Primary,[10]
10.3390_d13010019,https://doi.org/10.6073/pasta/eeb59ddf840c51b93c4bc7b765d4d59f,Primary,[12]
10.3390_microorganisms8121872,CHEMBL1568820,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL1652119,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL198796,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL243644,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL2436978,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL3109593,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL3311228,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL3752642,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL3960662,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL402487,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL403,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL4065616,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL408500,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL561,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL64391,Secondary,[12]
10.3390_microorganisms8121872,CHEMBL76,Secondary,[12]
10.3390_rs12121957,https://doi.org/10.1594/pangaea.917588,Secondary,[ 1 14]
10.3390_rs4102923,https://doi.org/10.1594/pangaea.775959,Secondary,[19]
10.3390_rs4102923,https://doi.org/10.1594/pangaea.779748,Secondary,[20]
10.3390_rs4102923,https://doi.org/10.1594/pangaea.780464,Secondary,[20]
10.3390_s23094491,https://doi.org/10.5281/zenodo.7871636,Primary,[16 18]
10.3390_s23177333,https://doi.org/10.5281/zenodo.8090619,Secondary,[18]
10.3390_v11060565,D10700,Secondary,[3 4]
10.3390_v11060565,EPI1018205,Secondary,[3]
10.3390_v11060565,EPI1018206,Secondary,[3]
10.3390_v11060565,EPI1018207,Secondary,[4]
10.3390_v11060565,EPI1018208,Secondary,[4]
10.3390_v11060565,EPI1018210,Secondary,[4]
10.3390_v11060565,EPI1018211,Secondary,[4]
10.3390_v11060565,EPI1019551,Secondary,[4]
10.3390_v11060565,EPI1019552,Secondary,[4]
10.3390_v11060565,EPI1019553,Secondary,[4]
10.3390_v11060565,EPI1019554,Secondary,[3]
10.3390_v11060565,EPI1019555,Secondary,[3]
10.3390_v11060565,EPI1019556,Secondary,[3]
10.3390_v11060565,EPI1019558,Secondary,[4]
10.3390_v11060565,EPI1104284,Secondary,[4]
10.3390_v11060565,EPI1104285,Secondary,[4]
10.3390_v11060565,EPI1104286,Secondary,[4]
10.3390_v11060565,EPI1104288,Secondary,[3]
10.3390_v11060565,EPI1183999,Secondary,[4]
10.3390_v11060565,EPI1184004,Secondary,[3]
10.3390_v11060565,EPI1184005,Secondary,[3]
10.3390_v11060565,EPI1184014,Secondary,[3]
10.3390_v11060565,EPI1387245,Primary,[2 3]
10.3390_v11060565,EPI954552,Secondary,[4]
10.3390_v11060565,EPI954553,Secondary,[4]
10.3390_v11060565,EPI954554,Secondary,[4]
10.3390_v11060565,EPI954555,Secondary,[3]
10.3390_v11060565,EPI954556,Secondary,[3]
10.3390_v11060565,EPI954557,Secondary,[3]
10.3390_v11060565,EPI954559,Secondary,[4]
10.3390_v11060565,KX000727,Secondary,[4]
10.3390_v11060565,KX000734,Secondary,[4]
10.3897_jhr.96.111550,https://doi.org/10.15468/dl.4hgjbk,Primary,[28]
10.3897_jhr.96.111550,https://doi.org/10.15468/dl.x6cwjx,Primary,[28]
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yjd4cg,Secondary,[24]
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yu2xpv,Secondary,[23]
10.3897_zookeys.500.9360,https://doi.org/10.5061/dryad.dv44b,Primary,[9]
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.10843,Secondary,[16]
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.1621,Secondary,[18]
10.5194_acp-22-2769-2022,https://doi.org/10.5067/suborbital/oracles/p3/2016_v2,Secondary,[20 23]
10.5194_acp-22-2769-2022,https://doi.org/10.5067/suborbital/oracles/p3/2017_v2,Secondary,[20 23]
10.5194_acp-22-2769-2022,https://doi.org/10.5067/suborbital/oracles/p3/2018_v2,Secondary,[20 23]
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1754,Secondary,[20 23]
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1774,Primary,[20 21]
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1777,Secondary,[20 23]
10.5194_amt-15-3969-2022,https://doi.org/10.5067/modis/myd06_l2.006,Secondary,[27 30]
10.5194_essd-12-1287-2020,https://doi.org/10.17882/59867,Primary,[1 6 8]
10.5194_essd-12-1287-2020,https://doi.org/10.17882/70340,Primary,[1 6 8]
10.5194_essd-2019-206,https://doi.org/10.18434/m32126,Primary,[ 1 16 17]
10.5194_essd-2023-187,https://doi.org/10.17882/53389,Primary,[ 3 17]
10.5194_essd-2023-187,https://doi.org/10.17882/55741,Secondary,[17]
10.5194_essd-2023-198,https://doi.org/10.17882/94031,Primary,[14 20]
10.5194_essd-2023-198,https://doi.org/10.17882/94032,Primary,[14 20]
10.5194_essd-2023-198,https://doi.org/10.17882/94146,Primary,[14 20]
10.5194_essd-2023-198,https://doi.org/10.17882/94147,Primary,[14 20]
10.5194_essd-8-663-2016,https://doi.org/10.1594/pangaea.845258,Primary,[ 1  6 12]
10.5194_gmd-12-4221-2019,https://doi.org/10.6075/j0k35s05,Primary,[16 24]
10.5194_gmd-13-335-2020,https://doi.org/10.6073/pasta/fed17d67583eda16c439216ca40b0669,Primary,[23]
10.5194_se-13-1541-2022,https://doi.org/10.1594/pangaea.938422,Primary,[23 26]
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.32b04ec5,Secondary,[40 41]
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.6a6d1bc3,Secondary,[40 41]
10.5194_tc-17-3617-2023,https://doi.org/10.5067/modis/mod10a1f.061,Secondary,[40 42]
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.i71k4s,Secondary,[15]
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.ize4xx,Secondary,[14]
10.7554_eLife.63194,PF00078,Secondary,[26]
10.7554_eLife.63194,PF02170,Secondary,[27]
10.7554_eLife.63194,PF02171,Secondary,[27]
10.7554_eLife.63194,PF03368,Secondary,[27]
10.7554_eLife.63194,PF05183,Secondary,[27]
10.7554_eLife.72626,CHEMBL3347550,Primary,[35]
10.7554_eLife.72626,CHEMBL3347551,Primary,[35]
10.7554_eLife.72626,CHEMBL3733336,Primary,[35]
10.7554_eLife.72626,MODEL2106070001,Primary,[15]
10.7554_elife.29944,https://doi.org/10.5061/dryad.8153g,Primary,[16]
10.7554_elife.42722,https://doi.org/10.5061/dryad.d0779mb,Primary,[23 26]
10.7554_elife.62329,https://doi.org/10.5061/dryad.12jm63xwd,Primary,[38]
10.7554_elife.73695,https://doi.org/10.5061/dryad.6h5b7,Primary,[17]
10.7554_elife.73695,https://doi.org/10.5061/dryad.p5hqbzkqf,Primary,[17]
10.7717_peerj.10452,PRJNA664798,Secondary,[ 4 14 16]
10.7717_peerj.10452,SAMN16233641,Primary,[14]
10.7717_peerj.10452,SAMN16233642,Primary,[14]
10.7717_peerj.10452,SAMN16233643,Primary,[14]
10.7717_peerj.10452,SAMN16233644,Primary,[14]
10.7717_peerj.10452,SAMN16233645,Primary,[14]
10.7717_peerj.10452,SAMN16233646,Primary,[14]
10.7717_peerj.10452,SAMN16233647,Primary,[14]
10.7717_peerj.10452,SAMN16233648,Primary,[14]
10.7717_peerj.10452,SAMN16233649,Primary,[14]
10.7717_peerj.10452,SAMN16233650,Primary,[14]
10.7717_peerj.10452,SAMN16233651,Primary,[14]
10.7717_peerj.10452,SAMN16233652,Primary,[14]
10.7717_peerj.10452,SAMN16233653,Primary,[14]
10.7717_peerj.10452,SAMN16233654,Primary,[14]
10.7717_peerj.10452,SAMN16233655,Primary,[14]
10.7717_peerj.10452,SAMN16233656,Primary,[14]
10.7717_peerj.10452,SAMN16233657,Primary,[14]
10.7717_peerj.10452,SAMN16233658,Primary,[14]
10.7717_peerj.10452,SAMN16233659,Primary,[14]
10.7717_peerj.10452,SAMN16233660,Primary,[14]
10.7717_peerj.10452,SAMN16233661,Primary,[14]
10.7717_peerj.10452,SAMN16233662,Primary,[14]
10.7717_peerj.10452,SAMN16233663,Primary,[14]
10.7717_peerj.10452,SAMN16233664,Primary,[14]
10.7717_peerj.11352,https://doi.org/10.7291/d11m38,Primary,[11]
10.7717_peerj.12422,https://doi.org/10.15468/dl.czyyq2,Secondary,[17]
10.7717_peerj.12422,https://doi.org/10.15468/dl.j4fe7k,Secondary,[17]
10.7717_peerj.12422,https://doi.org/10.15468/dl.k6jv69,Secondary,[17]
10.7717_peerj.12422,https://doi.org/10.15468/dl.t3h8b4,Secondary,[17]
10.7717_peerj.12422,https://doi.org/10.15468/dl.yak5vd,Secondary,[ 5 17]
10.7717_peerj.13193,https://doi.org/10.6073/pasta/02e2764efb408a8b66b7f486eac14dc0,Secondary,[22]
10.7717_peerj.13193,https://doi.org/10.6073/pasta/275ad28a2f31356cf9c2648531a16a2b,Secondary,[19]
10.7717_peerj.13193,https://doi.org/10.6073/pasta/b23deb8e1ccf1c1413382bf911c6be19,Primary,[18 19]
